Date,Adj Close,HL_PCT,PCT_change,Volume,MA_5,MA_20,MA_60,EMA_5,up_band,mid_band,low_band,ADX,MACD,RSI,ATR,MOM,WILLR,CCI,OBV
2009-12-07,17.030001000000002,4.665426355713541,3.904832453009928,150300,,,,,,,,,,,,,,,150300.0
2009-12-08,17.25,4.4444384384384445,1.5901060070671353,148500,,,,,,,,,,,,,,,298800.0
2009-12-09,16.959999,3.053880056653886,-0.8187192982456234,102900,,,,,,,,,,,,,,,195900.0
2009-12-10,17.0,4.407385085921091,0.5917159763313694,187300,,,,,,,,,,,,,,,383200.0
2009-12-11,17.35,4.880964576247906,1.8790310112136765,147600,17.118000000000002,,,,17.425089745841966,17.118000000000002,16.81091025415804,,,,,,,,530800.0
2009-12-14,17.1,2.7533743409490326,-1.6676194173444066,81300,17.1319998,,,,17.427946205960094,17.1319998,16.836053394039904,,,,,,,,449500.0
2009-12-15,16.940001000000002,3.0696456275297592,-0.9935709530350006,91300,17.07,,,,17.37093183281529,17.07,16.76906816718471,,,,,,,,358200.0
2009-12-16,17.01,2.4404763357426402,-0.11744567719050986,81700,17.0800002,,,,17.368721131005415,17.0800002,16.791279268994586,,,,,,,,439900.0
2009-12-17,16.379998999999998,5.788177339901486,-3.3057967351950235,115700,16.956,,,,17.595325344407488,16.956,16.31667465559251,,,,,,,,324200.0
2009-12-18,16.370001000000002,2.8002489110143083,-0.9079842615011959,199700,16.7600002,,,,17.39686774667056,16.7600002,16.123132653329442,,,,,,-80.64510926121974,,124500.0
2009-12-21,16.43,3.1559405940594156,0.12187690432662751,115900,16.626000200000004,,,,17.19907653557991,16.626000200000004,16.052923864420098,,,,,-0.6000010000000024,-76.77420853276875,,240400.0
2009-12-22,16.370001000000002,1.7104397244691465,-0.667469660194165,93200,16.512000200000006,,,,17.01198395653754,16.512000200000006,16.01201644346247,,,,,-0.879998999999998,-80.64510926121974,,147200.0
2009-12-23,16.540001,2.4029636475662453,0.8536646341463512,103000,16.418000400000004,,,,16.54786225891938,16.418000400000004,16.288138541080627,,,,,-0.41999799999999965,-69.67737440169398,,250200.0
2009-12-24,17.16,4.229613548617135,3.6858068692330463,45700,16.574000600000005,,,,17.17301253043253,16.574000600000005,15.97498866956748,,,,,0.16000000000000014,-29.677464724216396,33.15140486596214,295900.0
2009-12-28,16.9,2.0214030915576684,-1.5151515151515242,49000,16.680000400000004,,,16.852666866666667,17.28464846292622,16.680000400000004,16.075352337073788,,,47.962363577372315,0.5621427142857145,-0.45000000000000284,-43.537453375882166,24.05042851931834,246900.0
2009-12-29,16.98,1.6138673042438707,0.47337278106509967,46700,16.790000400000004,,,16.849333466666664,17.37240827082621,16.790000400000004,16.207592529173798,,,49.33081254996043,0.5412753775510206,-0.120000000000001,-34.53232700167407,14.622586614604627,293600.0
2009-12-30,16.9,1.794264461379464,0.0,58700,16.896000200000003,,,16.82600013333333,17.299504140996973,16.896000200000003,16.492496259003033,,,47.97223120494483,0.5240414934402335,-0.04000100000000373,-29.661016949152668,10.486140833864344,234900.0
2009-12-31,16.73,2.576392895362916,-0.6532066508313505,64100,16.934000000000005,,,16.810666866666665,17.21274002224143,16.934000000000005,16.65525997775858,,,45.12804814313222,0.5173242439087883,-0.28000000000000114,-44.06779661016946,7.245202794006878,170800.0
2010-01-04,17.370001000000002,2.902855622207111,2.8419303044363855,100800,16.976000200000005,,,16.8353336,17.402446715286548,16.976000200000005,16.549553684713462,,,55.76170067263142,0.5260868693438749,0.990002000000004,-0.0,101.20343439578149,271600.0
2010-01-05,17.07,2.112670063810433,-1.8965517241379213,81100,17.0100002,16.8920002,,16.81666693333333,17.433887656762632,17.0100002,16.58611274323737,,,50.79279345149052,0.5142234501050266,0.6999989999999983,-26.61290322580635,94.20570254174551,190500.0
2010-01-06,16.92,1.9104477611940316,-0.5875440658049229,70900,16.9980002,16.886500149999996,,16.804666933333333,17.427959029658034,16.9980002,16.568041370341966,,,48.467239590012866,0.5003503465260961,0.490000000000002,-41.02564102564082,32.06304062498157,119600.0
2010-01-07,17.200001,3.607943692600357,1.415106215513341,49900,17.0580004,16.884000199999996,,16.822000266666667,17.500069089686505,17.0580004,16.615931710313497,,,52.81056243290912,0.5074682503456608,0.8299999999999983,-17.093931623931503,60.71195716843639,169500.0
2010-01-08,17.34,1.930953774136933,1.462843768285547,42300,17.1800004,16.903000249999998,,16.844000266666665,17.51680944976159,17.1800004,16.843191350238413,,,54.85916777817225,0.49479194674954224,0.7999989999999997,-9.195391729434984,119.12828618436163,211800.0
2010-01-11,17.02,2.90628096641276,-1.902017291066293,67300,17.110000199999998,16.904000249999996,,16.886667,17.402301660826044,17.110000199999998,16.817698739173952,,,49.56278978456222,0.49444959341028927,-0.14000000000000057,-50.632847300193326,58.040877601093975,144500.0
2010-01-12,16.77,2.286395770974971,-0.4747774480712275,37300,17.050000199999996,16.875000249999992,,16.9133336,17.452790765929038,17.050000199999996,16.647209634070954,,,45.83936120412632,0.48770312245241126,-0.129999999999999,-81.25010156262725,-49.70357484919812,107200.0
2010-01-13,16.9,3.0741410488246026,0.7151310658443727,52700,17.046000199999998,16.86500024999999,,16.944666933333334,17.454235728097274,17.046000199999998,16.637764671902723,,,48.025924646853866,0.48929575656295343,-0.08000000000000185,-62.650602409638786,-42.007716969246694,159900.0
2010-01-14,16.6,2.501525472942373,-1.1316318563649803,55300,16.926,16.848000199999994,,16.9600002,17.425215384378713,16.926,16.426784615621283,,,43.646745088479044,0.49077470252274236,-0.29999999999999716,-79.61157319264726,-179.53214958878473,104600.0
2010-01-15,15.3,9.10281597904388,-8.163265306122446,176200,16.517999999999997,16.762500199999995,,16.877333466666666,17.7675375144431,16.517999999999997,15.268462485556896,,,30.61804145130951,0.5550050809139752,-1.4299999999999997,-98.60465116279065,-344.9590879966987,-71600.0
2010-01-19,15.2,2.514890800794181,-1.4906027219701907,178500,16.154,16.703500249999994,,16.7466668,17.643783876943395,16.154,14.664216123056605,,,29.879186076197872,0.5425047179915484,-2.1700010000000027,-96.1038961038961,-261.30315712641004,-250100.0
2010-01-20,14.57,5.3583855254001485,-3.3178500331785004,157500,15.713999999999999,16.613500199999994,,16.591333466666665,17.488467807541333,15.713999999999999,13.939532192458664,,,25.67553412872769,0.5630400952778664,-2.5,-93.44262295081964,-217.32288389494894,-407600.0
2010-01-21,13.62,9.909909909909912,-6.967213114754108,320800,15.057999999999998,16.473000199999994,,16.36733346666667,17.009918031066054,15.057999999999998,13.106081968933944,,,20.900446993434826,0.6171086599008759,-3.3000000000000025,-92.68292682926831,-197.36133893369586,-728400.0
2010-01-22,14.29,7.394366197183104,-1.4482758620689713,347600,14.595999999999998,16.369000149999994,,16.193333466666665,15.831255439170688,14.595999999999998,13.360744560829309,,,30.690607006304266,0.6894580413365278,-2.910001000000001,-76.34146341463418,-110.0229422768346,-380800.0
2010-01-25,14.45,2.964008468595624,-0.2071823204419968,845200,14.425999999999998,16.264500099999992,,16.041333466666668,15.441291091264292,14.425999999999998,13.410708908735705,,,32.82871329866025,0.6702110383839186,-2.8900000000000006,-71.96029776674942,-99.63503608374174,464400.0
2010-01-26,14.4,1.5352407536636472,-0.27700831024930156,131700,14.266,16.12650009999999,,15.8433334,14.936593766747404,14.266,13.595406233252596,,-0.34659539194607347,32.491394724741816,0.6380531070707817,-2.619999999999999,-71.42857142857143,-83.67215921249722,332700.0
2010-01-27,14.62,3.6042402826855104,2.0949720670390986,86300,14.276,16.01250009999999,,15.680000066666668,14.965649186181288,14.276,13.586350813818711,,-0.27646996313451017,35.62566545466207,0.6289064565657257,-2.1500000000000004,-65.60846560846564,-69.81426343399971,419000.0
2010-01-28,14.42,2.945301542776998,-1.3004791238877447,104400,14.435999999999998,15.884500099999991,,15.5133334,14.649391658695112,14.435999999999998,14.222608341304884,,-0.22720542283859307,34.07675059820304,0.6139845668110311,-2.4799999999999986,-68.39079551459642,-62.44545149378987,314600.0
2010-01-29,14.4,1.8131101813110166,-0.6211180124223592,160100,14.457999999999998,15.759500099999991,,15.326666666666666,14.624084315938065,14.457999999999998,14.291915684061932,,-0.18159358532505998,33.917940280497305,0.5886999548959574,-2.200000000000001,-67.66467065868262,-56.32127270167559,154500.0
2010-02-01,14.54,3.0281690140845177,0.832177531206652,74700,14.475999999999999,15.65000009999999,,15.139999999999999,14.653808886168699,14.475999999999999,14.2981911138313,,-0.1300375243189713,36.16074305970688,0.5773642438319605,-0.7600000000000016,-43.77880184331802,-49.09201203300903,229200.0
2010-02-02,14.5,1.529902642559102,-0.06891798759476077,85000,14.495999999999999,15.50650004999999,,14.972,14.656798009939626,14.495999999999999,14.335201990060371,,-0.0886491907621556,35.78702017567073,0.5518382264153918,-0.6999999999999993,-38.86010362694301,-40.443522565411975,144200.0
2010-02-03,14.77,3.055555555555552,2.002762430939221,112700,14.526,15.39150004999999,,14.838666666666665,14.790605366537537,14.526,14.261394633462462,26.97994353712584,-0.035817911403845715,40.27409720256831,0.5438497816714352,0.1999999999999993,-24.870466321243548,-11.834539538109805,256900.0
2010-02-04,14.35,5.638829407566031,-1.5775034293552843,166100,14.511999999999997,15.263000049999992,,14.668666666666665,14.803588751499042,14.511999999999997,14.220411248500952,27.483942934839074,-0.022536470036251366,36.05363540860889,0.5614319401234755,0.7300000000000004,-72.58064516129035,-49.40847322142263,90800.0
2010-02-05,14.49,3.118355776045367,1.046025104602513,121500,14.529999999999998,15.127499999999992,,14.527999999999999,14.80217641338027,14.529999999999998,14.257823586619725,27.96274236266665,0.0010489208951817153,38.37196875451559,0.552758230114656,0.20000000000000107,-42.16867469879514,-44.8682658277629,212300.0
2010-02-08,14.37,1.959412176347104,-0.8965517241379364,134600,14.495999999999999,14.978999999999994,,14.466,14.79575990392397,14.495999999999999,14.196240096076027,28.38518605517754,0.013261259331430852,37.12941268302772,0.5332754993921806,-0.08000000000000007,-56.626506024096464,-17.510944340212525,77700.0
2010-02-09,14.41,2.955665024630541,-0.7575757575757537,65100,14.477999999999998,14.848499999999996,,14.413333333333332,14.785349963397726,14.477999999999998,14.17065003660227,28.848593797837907,0.027885598953912405,37.85183910867496,0.525184392292739,0.009999999999999787,-51.80722891566261,-1.5317286652092048,142800.0
2010-02-10,14.64,2.935010482180293,2.306079664570231,132500,14.451999999999998,14.741999999999996,,14.418,14.663054495333379,14.451999999999998,14.240945504666618,29.11641703349518,0.05531690134777334,41.980175209062395,0.5176712214146862,0.02000000000000135,-24.096385542168587,97.61514655015424,275300.0
2010-02-11,14.79,4.323570432357051,1.6494845360824635,90100,14.539999999999997,14.636499999999998,,14.495999999999999,14.850869747644486,14.539999999999997,14.229130252355509,28.987152734257478,0.08410587418202664,44.566409590258544,0.5249804198850658,0.3699999999999992,-17.894736842105424,200.31036623215326,365400.0
2010-02-12,15.13,4.267033723331046,3.206002728512965,91000,14.667999999999997,14.562999999999997,,14.551999999999998,15.222602560398512,14.667999999999997,14.113397439601483,28.564681181738337,0.12417030484360597,50.006175042904786,0.5317675327504183,0.7300000000000004,-1.7543859649122424,245.10385756676845,456400.0
2010-02-16,15.4,1.5161502966381044,1.4492753623188448,46700,14.873999999999999,14.567999999999994,,14.615333333333332,15.577886354463793,14.873999999999999,14.170113645536205,27.792280213956793,0.1644514846617754,53.87692362336354,0.5130698518396741,0.8600000000000012,-0.0,265.1515151515132,503100.0
2010-02-17,15.55,2.9585798816568,0.9740259740259762,67000,15.101999999999999,14.585499999999996,,14.692,15.795443580978453,15.101999999999999,14.408556419021544,26.70137242145775,0.19472397478782577,55.91886623514336,0.5085648624225545,1.0500000000000007,-6.6666666666666305,207.8350515463908,570100.0
2010-02-18,15.76,1.8733850129198912,1.1553273427471098,31500,15.325999999999999,14.644999999999996,,14.767999999999999,16.00111184258636,15.325999999999999,14.650888157413634,25.520083607316547,0.22052152266197889,58.677086343640475,0.4929530865352291,0.9900000000000002,-0.5681818181818061,177.36593570088678,601600.0
2010-02-19,16.02,4.448749194068347,1.6497461928933996,98600,15.572,14.764999999999995,,14.874666666666666,16.179605134935713,15.572,14.964394865064286,24.611660778915628,0.24485018337251008,61.85912568786623,0.5070279374969985,1.67,-8.612483917471842,160.59121884022946,700200.0
2010-02-22,15.9,2.9709292035398223,-0.8109856013109531,80400,15.725999999999999,14.845499999999992,,14.974666666666668,16.177769852912288,15.725999999999999,15.27423014708771,23.84965341987578,0.24217405012358634,59.57878956780793,0.5043831562472129,1.4100000000000001,-18.750039062481218,135.5532365537539,619800.0
2010-02-23,15.6,6.050531914893618,-1.4529374605180065,118200,15.766,14.902999999999995,,15.045333333333334,16.120084735621397,15.766,15.411915264378605,23.09581331423097,0.21067297938349783,54.199611121757506,0.5333557879438405,1.2300000000000004,-33.173109051389915,62.64279045685453,501600.0
2010-02-24,16.360001,5.473271088216347,4.5367476038338665,209600,15.9280002,15.001000049999996,,15.169333400000001,16.443116391942052,15.9280002,15.412884008057949,21.979975490667407,0.22992295556664305,63.251537982274755,0.5559731602335661,1.9500010000000003,-0.9660874232305205,109.37879203853365,711200.0
2010-02-25,15.93,2.222222222222231,-0.9944064636420147,86400,15.9620002,15.066500049999997,,15.246666733333335,16.45000085245931,15.9620002,15.473999547540691,20.919929558282025,0.2035064006867914,56.453232573024145,0.5598322916454543,1.2899999999999991,-22.058785322933915,79.88559038287723,624800.0
