Date,Open,High,Low,Close,Adj Close,Volume
1985-01-10,0.000000,0.156250,0.148438,0.148438,0.109090,1062400
1985-01-11,0.000000,0.160156,0.148438,0.148438,0.109090,188800
1985-01-14,0.000000,0.160156,0.152344,0.152344,0.111961,131200
1985-01-15,0.000000,0.164063,0.156250,0.156250,0.114832,320000
1985-01-16,0.000000,0.160156,0.156250,0.156250,0.114832,134400
1985-01-17,0.000000,0.160156,0.156250,0.156250,0.114832,441600
1985-01-18,0.000000,0.164063,0.156250,0.156250,0.114832,556800
1985-01-21,0.000000,0.164063,0.156250,0.156250,0.114832,112000
1985-01-22,0.000000,0.164063,0.156250,0.156250,0.114832,441600
1985-01-23,0.000000,0.164063,0.156250,0.156250,0.114832,156800
1985-01-24,0.000000,0.183594,0.175781,0.175781,0.129186,1475200
1985-01-25,0.000000,0.191406,0.187500,0.187500,0.137798,1110400
1985-01-28,0.000000,0.191406,0.187500,0.187500,0.137798,908800
1985-01-29,0.000000,0.195313,0.187500,0.187500,0.137798,1660800
1985-01-30,0.000000,0.203125,0.195313,0.195313,0.143540,928000
1985-01-31,0.000000,0.203125,0.195313,0.195313,0.143540,656000
1985-02-01,0.000000,0.203125,0.195313,0.195313,0.143540,208000
1985-02-04,0.000000,0.214844,0.207031,0.207031,0.152152,966400
1985-02-05,0.000000,0.238281,0.234375,0.234375,0.172248,2320000
1985-02-06,0.000000,0.246094,0.242188,0.242188,0.177990,1280000
1985-02-07,0.000000,0.250000,0.238281,0.238281,0.175119,1113600
1985-02-08,0.000000,0.269531,0.265625,0.265625,0.195214,4268800
1985-02-11,0.000000,0.273438,0.269531,0.269531,0.198085,998400
1985-02-12,0.000000,0.269531,0.261719,0.261719,0.192344,1472000
1985-02-13,0.000000,0.269531,0.261719,0.261719,0.192344,611200
1985-02-14,0.000000,0.261719,0.257813,0.257813,0.189473,355200
1985-02-15,0.000000,0.261719,0.253906,0.253906,0.186602,304000
1985-02-19,0.000000,0.253906,0.246094,0.246094,0.180860,784000
1985-02-20,0.000000,0.250000,0.242188,0.242188,0.177990,473600
1985-02-21,0.000000,0.250000,0.242188,0.242188,0.177990,281600
1985-02-22,0.000000,0.257813,0.250000,0.250000,0.183731,809600
1985-02-25,0.000000,0.253906,0.250000,0.250000,0.183731,496000
1985-02-26,0.000000,0.257813,0.250000,0.250000,0.183731,672000
1985-02-27,0.000000,0.257813,0.250000,0.250000,0.183731,1955200
1985-02-28,0.000000,0.277344,0.269531,0.269531,0.198085,1049600
1985-03-01,0.000000,0.281250,0.273438,0.273438,0.200956,467200
1985-03-04,0.000000,0.281250,0.273438,0.273438,0.200956,556800
1985-03-05,0.000000,0.281250,0.273438,0.273438,0.200956,441600
1985-03-06,0.000000,0.281250,0.273438,0.273438,0.200956,496000
1985-03-07,0.000000,0.277344,0.265625,0.265625,0.195214,531200
1985-03-08,0.000000,0.277344,0.265625,0.265625,0.195214,19200
1985-03-11,0.000000,0.273438,0.261719,0.261719,0.192344,246400
1985-03-12,0.000000,0.273438,0.261719,0.261719,0.192344,4275200
1985-03-13,0.000000,0.261719,0.253906,0.253906,0.186602,486400
1985-03-14,0.000000,0.257813,0.250000,0.250000,0.183731,195200
1985-03-15,0.000000,0.253906,0.250000,0.250000,0.183731,124800
1985-03-18,0.000000,0.250000,0.242188,0.242188,0.177990,153600
1985-03-19,0.000000,0.250000,0.242188,0.242188,0.177990,604800
1985-03-20,0.000000,0.250000,0.242188,0.242188,0.177990,547200
1985-03-21,0.000000,0.250000,0.242188,0.242188,0.177990,204800
1985-03-22,0.000000,0.250000,0.242188,0.242188,0.177990,192000
1985-03-25,0.000000,0.250000,0.242188,0.242188,0.177990,355200
1985-03-26,0.000000,0.246094,0.242188,0.242188,0.177990,300800
1985-03-27,0.000000,0.246094,0.238281,0.238281,0.175119,76800
1985-03-28,0.000000,0.246094,0.238281,0.238281,0.175119,96000
1985-03-29,0.000000,0.242188,0.234375,0.234375,0.172248,144000
1985-04-01,0.000000,0.234375,0.226563,0.226563,0.166506,838400
1985-04-02,0.000000,0.218750,0.210938,0.210938,0.155023,384000
1985-04-03,0.000000,0.214844,0.210938,0.210938,0.155023,835200
1985-04-04,0.000000,0.199219,0.191406,0.191406,0.140669,1017600
1985-04-08,0.191406,0.191406,0.191406,0.191406,0.140669,0
1985-04-09,0.000000,0.191406,0.187500,0.187500,0.137798,416000
1985-04-10,0.000000,0.191406,0.183594,0.183594,0.134928,1862400
1985-04-11,0.000000,0.210938,0.203125,0.203125,0.149282,1139200
1985-04-12,0.000000,0.234375,0.222656,0.222656,0.163636,512000
1985-04-15,0.000000,0.226563,0.218750,0.218750,0.160765,761600
1985-04-16,0.000000,0.230469,0.226563,0.226563,0.166506,1414400
1985-04-17,0.000000,0.238281,0.230469,0.230469,0.169377,816000
1985-04-18,0.000000,0.238281,0.230469,0.230469,0.169377,332800
1985-04-19,0.000000,0.238281,0.230469,0.230469,0.169377,89600
1985-04-22,0.000000,0.246094,0.242188,0.242188,0.177990,6096000
1985-04-23,0.000000,0.257813,0.246094,0.246094,0.180860,364800
1985-04-24,0.000000,0.273438,0.265625,0.265625,0.195214,691200
1985-04-25,0.000000,0.289063,0.281250,0.281250,0.206698,2662400
1985-04-26,0.000000,0.285156,0.277344,0.277344,0.203827,1532800
1985-04-29,0.000000,0.281250,0.273438,0.273438,0.200956,1600000
1985-04-30,0.000000,0.281250,0.269531,0.269531,0.198085,393600
1985-05-01,0.000000,0.273438,0.269531,0.269531,0.198085,400000
1985-05-02,0.000000,0.277344,0.269531,0.269531,0.198085,540800
1985-05-03,0.000000,0.281250,0.273438,0.273438,0.200956,368000
1985-05-06,0.000000,0.281250,0.273438,0.273438,0.200956,329600
1985-05-07,0.000000,0.281250,0.273438,0.273438,0.200956,208000
1985-05-08,0.000000,0.281250,0.273438,0.273438,0.200956,387200
1985-05-09,0.000000,0.285156,0.273438,0.273438,0.200956,1993600
1985-05-10,0.000000,0.285156,0.273438,0.273438,0.200956,435200
1985-05-13,0.000000,0.285156,0.277344,0.277344,0.203827,137600
1985-05-14,0.000000,0.281250,0.277344,0.277344,0.203827,150400
1985-05-15,0.000000,0.281250,0.273438,0.273438,0.200956,675200
1985-05-16,0.000000,0.281250,0.273438,0.273438,0.200956,163200
1985-05-17,0.000000,0.281250,0.273438,0.273438,0.200956,387200
1985-05-20,0.000000,0.285156,0.277344,0.277344,0.203827,425600
1985-05-21,0.000000,0.304688,0.300781,0.300781,0.221052,2787200
1985-05-22,0.000000,0.308594,0.304688,0.304688,0.223922,1788800
1985-05-23,0.000000,0.324219,0.316406,0.316406,0.232535,1129600
1985-05-24,0.000000,0.332031,0.324219,0.324219,0.238276,1433600
1985-05-28,0.000000,0.324219,0.316406,0.316406,0.232535,723200
1985-05-29,0.000000,0.324219,0.316406,0.316406,0.232535,233600
1985-05-30,0.000000,0.328125,0.320313,0.320313,0.235406,384000
1985-05-31,0.000000,0.328125,0.320313,0.320313,0.235406,412800
1985-06-03,0.000000,0.347656,0.335938,0.335938,0.246889,2524800
1985-06-04,0.000000,0.351563,0.347656,0.347656,0.255501,1529600
1985-06-05,0.000000,0.367188,0.355469,0.355469,0.261243,1433600
1985-06-06,0.000000,0.351563,0.343750,0.343750,0.252630,1891200
1985-06-07,0.000000,0.351563,0.343750,0.343750,0.252630,1001600
1985-06-10,0.000000,0.363281,0.355469,0.355469,0.261243,1088000
1985-06-11,0.000000,0.355469,0.347656,0.347656,0.255501,857600
1985-06-12,0.000000,0.371094,0.363281,0.363281,0.266984,515200
1985-06-13,0.000000,0.371094,0.363281,0.363281,0.266984,1315200
1985-06-14,0.000000,0.367188,0.363281,0.363281,0.266984,617600
1985-06-17,0.000000,0.367188,0.359375,0.359375,0.264114,512000
1985-06-18,0.000000,0.355469,0.343750,0.343750,0.252630,969600
1985-06-19,0.000000,0.347656,0.339844,0.339844,0.249760,252800
1985-06-20,0.000000,0.332031,0.328125,0.328125,0.241147,649600
1985-06-21,0.000000,0.339844,0.335938,0.335938,0.246889,428800
1985-06-24,0.000000,0.335938,0.328125,0.328125,0.241147,236800
1985-06-25,0.000000,0.335938,0.332031,0.332031,0.244018,198400
1985-06-26,0.000000,0.343750,0.335938,0.335938,0.246889,515200
1985-06-27,0.000000,0.347656,0.339844,0.339844,0.249760,198400
1985-06-28,0.000000,0.359375,0.351563,0.351563,0.258372,259200
1985-07-01,0.000000,0.355469,0.343750,0.343750,0.252630,140800
1985-07-02,0.000000,0.363281,0.355469,0.355469,0.261243,732800
1985-07-03,0.000000,0.359375,0.347656,0.347656,0.255501,444800
1985-07-05,0.000000,0.351563,0.343750,0.343750,0.252630,92800
1985-07-08,0.000000,0.343750,0.335938,0.335938,0.246889,396800
1985-07-09,0.000000,0.339844,0.332031,0.332031,0.244018,256000
1985-07-10,0.000000,0.335938,0.328125,0.328125,0.241147,217600
1985-07-11,0.000000,0.351563,0.339844,0.339844,0.249760,326400
1985-07-12,0.000000,0.355469,0.347656,0.347656,0.255501,963200
1985-07-15,0.000000,0.359375,0.347656,0.347656,0.255501,617600
1985-07-16,0.000000,0.363281,0.355469,0.355469,0.261243,716800
1985-07-17,0.000000,0.375000,0.363281,0.363281,0.266984,755200
1985-07-18,0.000000,0.371094,0.363281,0.363281,0.266984,432000
1985-07-19,0.000000,0.378906,0.371094,0.371094,0.272726,988800
1985-07-22,0.000000,0.378906,0.375000,0.375000,0.275597,726400
1985-07-23,0.000000,0.375000,0.367188,0.367188,0.269855,1020800
1985-07-24,0.000000,0.375000,0.363281,0.363281,0.266984,467200
1985-07-25,0.000000,0.375000,0.367188,0.367188,0.269855,355200
1985-07-26,0.000000,0.375000,0.367188,0.367188,0.269855,252800
1985-07-29,0.000000,0.371094,0.363281,0.363281,0.266984,566400
1985-07-30,0.000000,0.371094,0.363281,0.363281,0.266984,355200
1985-07-31,0.000000,0.371094,0.363281,0.363281,0.266984,262400
1985-08-01,0.000000,0.371094,0.363281,0.363281,0.266984,409600
1985-08-02,0.000000,0.371094,0.363281,0.363281,0.266984,179200
1985-08-05,0.000000,0.367188,0.359375,0.359375,0.264114,252800
1985-08-06,0.000000,0.359375,0.351563,0.351563,0.258372,342400
1985-08-07,0.000000,0.316406,0.304688,0.304688,0.223922,1219200
1985-08-08,0.000000,0.316406,0.308594,0.308594,0.226793,665600
1985-08-09,0.000000,0.316406,0.308594,0.308594,0.226793,438400
1985-08-12,0.000000,0.320313,0.308594,0.308594,0.226793,268800
1985-08-13,0.000000,0.304688,0.296875,0.296875,0.218181,764800
1985-08-14,0.000000,0.308594,0.304688,0.304688,0.223922,259200
1985-08-15,0.000000,0.308594,0.300781,0.300781,0.221052,124800
1985-08-16,0.000000,0.308594,0.300781,0.300781,0.221052,105600
1985-08-19,0.000000,0.292969,0.289063,0.289063,0.212439,1139200
1985-08-20,0.000000,0.296875,0.289063,0.289063,0.212439,1529600
1985-08-21,0.000000,0.339844,0.332031,0.332031,0.244018,1056000
1985-08-22,0.000000,0.339844,0.332031,0.332031,0.244018,662400
1985-08-23,0.000000,0.335938,0.328125,0.328125,0.241147,368000
1985-08-26,0.000000,0.335938,0.328125,0.328125,0.241147,812800
1985-08-27,0.000000,0.332031,0.328125,0.328125,0.241147,1225600
1985-08-28,0.000000,0.332031,0.324219,0.324219,0.238276,1104000
1985-08-29,0.000000,0.332031,0.324219,0.324219,0.238276,915200
1985-08-30,0.000000,0.332031,0.328125,0.328125,0.241147,64000
1985-09-03,0.000000,0.328125,0.316406,0.316406,0.232535,880000
1985-09-04,0.000000,0.320313,0.308594,0.308594,0.226793,860800
1985-09-05,0.000000,0.312500,0.300781,0.308594,0.226793,524800
1985-09-06,0.000000,0.312500,0.300781,0.312500,0.229664,793600
1985-09-09,0.000000,0.312500,0.300781,0.308594,0.226793,278400
1985-09-10,0.000000,0.308594,0.300781,0.304688,0.223922,156800
1985-09-11,0.000000,0.304688,0.296875,0.296875,0.218181,176000
1985-09-12,0.000000,0.296875,0.265625,0.277344,0.203827,1424000
1985-09-13,0.000000,0.281250,0.273438,0.273438,0.200956,1955200
1985-09-16,0.000000,0.281250,0.273438,0.273438,0.200956,272000
1985-09-17,0.000000,0.292969,0.281250,0.285156,0.209568,1795200
1985-09-18,0.000000,0.300781,0.285156,0.292969,0.215310,361600
1985-09-19,0.000000,0.300781,0.289063,0.292969,0.215310,1446400
1985-09-20,0.000000,0.292969,0.277344,0.285156,0.209568,1280000
1985-09-23,0.000000,0.281250,0.250000,0.281250,0.206698,3734400
1985-09-24,0.000000,0.292969,0.265625,0.265625,0.195214,1504000
1985-09-25,0.000000,0.273438,0.253906,0.261719,0.192344,1097600
1985-09-26,0.000000,0.265625,0.253906,0.261719,0.192344,752000
1985-09-30,0.000000,0.261719,0.242188,0.242188,0.177990,1606400
1985-10-01,0.000000,0.253906,0.242188,0.253906,0.186602,1635200
1985-10-02,0.000000,0.253906,0.246094,0.246094,0.180860,764800
1985-10-03,0.000000,0.273438,0.250000,0.273438,0.200956,2150400
1985-10-04,0.000000,0.289063,0.273438,0.285156,0.209568,2419200
1985-10-07,0.000000,0.296875,0.285156,0.292969,0.215310,780800
1985-10-08,0.000000,0.292969,0.277344,0.289063,0.212439,1142400
1985-10-09,0.000000,0.304688,0.281250,0.300781,0.221052,1708800
1985-10-10,0.000000,0.324219,0.304688,0.316406,0.232535,2864000
1985-10-11,0.000000,0.320313,0.308594,0.316406,0.232535,569600
1985-10-14,0.000000,0.332031,0.312500,0.332031,0.244018,419200
1985-10-15,0.000000,0.339844,0.316406,0.316406,0.232535,2118400
1985-10-16,0.000000,0.328125,0.312500,0.324219,0.238276,1926400
1985-10-17,0.000000,0.328125,0.324219,0.324219,0.238276,1948800
1985-10-18,0.000000,0.332031,0.316406,0.324219,0.238276,3267200
1985-10-21,0.000000,0.324219,0.316406,0.316406,0.232535,150400
1985-10-22,0.000000,0.324219,0.316406,0.324219,0.238276,1244800
1985-10-23,0.000000,0.324219,0.316406,0.316406,0.232535,1190400
1985-10-24,0.000000,0.324219,0.312500,0.320313,0.235406,812800
1985-10-25,0.000000,0.320313,0.312500,0.320313,0.235406,153600
1985-10-28,0.000000,0.320313,0.312500,0.320313,0.235406,294400
1985-10-29,0.000000,0.320313,0.312500,0.320313,0.235406,396800
1985-10-30,0.000000,0.320313,0.316406,0.320313,0.235406,387200
1985-10-31,0.000000,0.320313,0.300781,0.300781,0.221052,736000
1985-11-01,0.000000,0.308594,0.300781,0.308594,0.226793,646400
1985-11-04,0.000000,0.316406,0.308594,0.308594,0.226793,278400
1985-11-05,0.000000,0.312500,0.300781,0.300781,0.221052,3846400
1985-11-06,0.000000,0.304688,0.300781,0.304688,0.223922,1782400
1985-11-07,0.000000,0.300781,0.289063,0.296875,0.218181,2124800
1985-11-08,0.000000,0.304688,0.292969,0.300781,0.221052,569600
1985-11-11,0.000000,0.308594,0.300781,0.308594,0.226793,1126400
1985-11-12,0.000000,0.312500,0.304688,0.308594,0.226793,1225600
1985-11-13,0.000000,0.312500,0.296875,0.296875,0.218181,224000
1985-11-14,0.000000,0.304688,0.296875,0.304688,0.223922,864000
1985-11-15,0.000000,0.304688,0.296875,0.304688,0.223922,323200
1985-11-18,0.000000,0.304688,0.296875,0.304688,0.223922,1878400
1985-11-19,0.000000,0.304688,0.296875,0.300781,0.221052,272000
1985-11-20,0.000000,0.304688,0.292969,0.304688,0.223922,246400
1985-11-21,0.000000,0.304688,0.300781,0.304688,0.223922,547200
1985-11-22,0.000000,0.304688,0.281250,0.296875,0.218181,1392000
1985-11-25,0.000000,0.300781,0.289063,0.292969,0.215310,320000
1985-11-26,0.000000,0.308594,0.289063,0.308594,0.226793,832000
1985-11-27,0.000000,0.316406,0.304688,0.312500,0.229664,1420800
1985-11-29,0.000000,0.316406,0.304688,0.312500,0.229664,211200
1985-12-02,0.000000,0.312500,0.300781,0.304688,0.223922,400000
1985-12-03,0.000000,0.304688,0.296875,0.296875,0.218181,57600
1985-12-04,0.000000,0.304688,0.296875,0.304688,0.223922,323200
1985-12-05,0.000000,0.304688,0.296875,0.300781,0.221052,128000
1985-12-06,0.000000,0.300781,0.292969,0.300781,0.221052,409600
1985-12-09,0.000000,0.296875,0.285156,0.285156,0.209568,387200
1985-12-10,0.000000,0.292969,0.285156,0.285156,0.209568,320000
1985-12-11,0.000000,0.292969,0.285156,0.292969,0.215310,425600
1985-12-12,0.000000,0.300781,0.289063,0.300781,0.221052,646400
1985-12-13,0.000000,0.300781,0.296875,0.300781,0.221052,227200
1985-12-16,0.000000,0.308594,0.296875,0.304688,0.223922,515200
1985-12-17,0.000000,0.312500,0.304688,0.312500,0.229664,921600
1985-12-18,0.000000,0.316406,0.296875,0.312500,0.229664,20620800
1985-12-19,0.000000,0.316406,0.296875,0.304688,0.223922,1440000
1985-12-20,0.000000,0.304688,0.296875,0.296875,0.218181,220800
1985-12-23,0.000000,0.304688,0.296875,0.304688,0.223922,2038400
1985-12-24,0.000000,0.308594,0.304688,0.308594,0.226793,307200
1985-12-26,0.000000,0.312500,0.304688,0.312500,0.229664,915200
1985-12-27,0.000000,0.316406,0.312500,0.312500,0.229664,601600
1985-12-30,0.000000,0.320313,0.312500,0.320313,0.235406,934400
1985-12-31,0.000000,0.324219,0.316406,0.320313,0.235406,1312000
1986-01-02,0.000000,0.320313,0.308594,0.308594,0.226793,2140800
1986-01-03,0.000000,0.308594,0.300781,0.304688,0.223922,1276800
1986-01-06,0.000000,0.312500,0.296875,0.312500,0.229664,1276800
1986-01-07,0.000000,0.332031,0.304688,0.332031,0.244018,2992000
1986-01-08,0.000000,0.332031,0.320313,0.332031,0.244018,1507200
1986-01-09,0.000000,0.328125,0.320313,0.324219,0.238276,678400
1986-01-10,0.000000,0.332031,0.324219,0.324219,0.238276,566400
1986-01-13,0.000000,0.332031,0.316406,0.328125,0.241147,1049600
1986-01-14,0.000000,0.332031,0.324219,0.324219,0.238276,1174400
1986-01-15,0.000000,0.359375,0.324219,0.355469,0.261243,54211200
1986-01-16,0.000000,0.355469,0.339844,0.347656,0.255501,9974400
1986-01-17,0.000000,0.355469,0.343750,0.347656,0.255501,9510400
1986-01-20,0.000000,0.359375,0.343750,0.355469,0.261243,5548800
1986-01-21,0.000000,0.367188,0.347656,0.351563,0.258372,5731200
1986-01-22,0.000000,0.359375,0.347656,0.347656,0.255501,3977600
1986-01-23,0.000000,0.363281,0.343750,0.343750,0.252630,9331200
1986-01-24,0.000000,0.351563,0.343750,0.351563,0.258372,1430400
1986-01-27,0.000000,0.355469,0.347656,0.351563,0.258372,11043200
1986-01-28,0.000000,0.355469,0.343750,0.351563,0.258372,3155200
1986-01-29,0.000000,0.367188,0.351563,0.359375,0.264114,6854400
1986-01-30,0.000000,0.375000,0.359375,0.375000,0.275597,6502400
1986-01-31,0.000000,0.406250,0.367188,0.398438,0.292821,10428800
1986-02-03,0.000000,0.406250,0.394531,0.406250,0.298563,23609600
1986-02-04,0.000000,0.410156,0.398438,0.406250,0.298563,8928000
1986-02-05,0.000000,0.410156,0.402344,0.410156,0.301434,4784000
1986-02-06,0.000000,0.445313,0.406250,0.437500,0.321530,2729600
1986-02-07,0.000000,0.445313,0.417969,0.433594,0.318659,4841600
1986-02-10,0.000000,0.437500,0.425781,0.433594,0.318659,2310400
1986-02-11,0.000000,0.433594,0.429688,0.429688,0.315788,1584000
1986-02-12,0.000000,0.433594,0.421875,0.425781,0.312917,1420800
1986-02-13,0.000000,0.433594,0.410156,0.421875,0.310046,4384000
1986-02-14,0.000000,0.429688,0.417969,0.421875,0.310046,777600
1986-02-18,0.000000,0.433594,0.421875,0.429688,0.315788,2156800
1986-02-19,0.000000,0.433594,0.425781,0.429688,0.315788,1312000
1986-02-20,0.000000,0.429688,0.414063,0.417969,0.307176,2432000
1986-02-21,0.000000,0.417969,0.398438,0.406250,0.298563,4614400
1986-02-24,0.000000,0.406250,0.386719,0.386719,0.284209,1126400
1986-02-25,0.000000,0.394531,0.386719,0.394531,0.289951,1881600
1986-02-26,0.000000,0.410156,0.390625,0.410156,0.301434,3078400
1986-02-27,0.000000,0.441406,0.414063,0.437500,0.321530,5212800
1986-02-28,0.000000,0.445313,0.429688,0.433594,0.318659,2265600
1986-03-03,0.000000,0.437500,0.433594,0.437500,0.321530,2022400
1986-03-04,0.000000,0.437500,0.425781,0.425781,0.312917,1088000
1986-03-05,0.000000,0.421875,0.414063,0.421875,0.310046,736000
1986-03-06,0.000000,0.429688,0.417969,0.425781,0.312917,3126400
1986-03-07,0.000000,0.433594,0.421875,0.425781,0.312917,2012800
1986-03-10,0.000000,0.429688,0.421875,0.425781,0.312917,988800
1986-03-11,0.000000,0.429688,0.421875,0.429688,0.315788,944000
1986-03-12,0.000000,0.433594,0.425781,0.433594,0.318659,2320000
1986-03-13,0.000000,0.433594,0.425781,0.425781,0.312917,1779200
1986-03-14,0.000000,0.445313,0.429688,0.445313,0.327271,2953600
1986-03-17,0.000000,0.445313,0.437500,0.441406,0.324400,528000
1986-03-18,0.000000,0.445313,0.433594,0.441406,0.324400,524800
1986-03-19,0.000000,0.441406,0.437500,0.437500,0.321530,195200
1986-03-20,0.000000,0.445313,0.437500,0.445313,0.327271,457600
1986-03-21,0.000000,0.472656,0.441406,0.472656,0.347367,6156800
1986-03-24,0.000000,0.488281,0.468750,0.484375,0.355979,7145600
1986-03-25,0.000000,0.488281,0.476563,0.480469,0.353108,1481600
1986-03-26,0.000000,0.484375,0.464844,0.472656,0.347367,1657600
1986-03-27,0.000000,0.476563,0.468750,0.472656,0.347367,1692800
1986-03-31,0.000000,0.472656,0.468750,0.468750,0.344496,2332800
1986-04-01,0.000000,0.472656,0.468750,0.468750,0.344496,2032000
1986-04-02,0.000000,0.476563,0.468750,0.468750,0.344496,2636800
1986-04-03,0.000000,0.484375,0.468750,0.476563,0.350238,1216000
1986-04-04,0.000000,0.492188,0.476563,0.492188,0.361721,2700800
1986-04-07,0.000000,0.488281,0.480469,0.484375,0.355979,1292800
1986-04-08,0.000000,0.496094,0.480469,0.496094,0.364592,1158400
1986-04-09,0.000000,0.496094,0.488281,0.488281,0.358850,316800
1986-04-10,0.000000,0.496094,0.472656,0.472656,0.347367,819200
1986-04-11,0.000000,0.476563,0.468750,0.476563,0.350238,1641600
1986-04-14,0.000000,0.476563,0.468750,0.476563,0.350238,393600
1986-04-15,0.000000,0.476563,0.472656,0.472656,0.347367,502400
1986-04-16,0.000000,0.476563,0.460938,0.476563,0.350238,7270400
1986-04-17,0.000000,0.484375,0.472656,0.484375,0.355979,1132800
1986-04-18,0.000000,0.484375,0.480469,0.484375,0.355979,1216000
1986-04-21,0.000000,0.484375,0.480469,0.480469,0.353108,537600
1986-04-22,0.000000,0.496094,0.484375,0.488281,0.358850,844800
1986-04-23,0.000000,0.492188,0.476563,0.480469,0.353108,492800
1986-04-24,0.000000,0.480469,0.476563,0.476563,0.350238,281600
1986-04-25,0.000000,0.480469,0.472656,0.472656,0.347367,531200
1986-04-28,0.000000,0.476563,0.453125,0.457031,0.335884,739200
1986-04-29,0.000000,0.457031,0.421875,0.429688,0.315788,1756800
1986-04-30,0.000000,0.441406,0.425781,0.441406,0.324400,892800
1986-05-01,0.000000,0.441406,0.421875,0.429688,0.315788,716800
1986-05-02,0.000000,0.433594,0.417969,0.421875,0.310046,1798400
1986-05-05,0.000000,0.421875,0.414063,0.421875,0.310046,492800
1986-05-06,0.000000,0.414063,0.398438,0.406250,0.298563,1913600
1986-05-07,0.000000,0.406250,0.367188,0.382813,0.281338,3184000
1986-05-08,0.000000,0.398438,0.378906,0.398438,0.292821,1792000
1986-05-09,0.000000,0.398438,0.394531,0.394531,0.289951,2192000
